0.000000000000000e+000	3.300000e+000
5.859375207251105e-010	3.300000e+000
1.171875041450221e-009	3.300000e+000
1.000000000000000e-007	3.300000e+000
1.009999994694372e-007	3.300000e+000
1.029999984083115e-007	3.300000e+000
1.060000021222513e-007	3.300000e+000
1.100000000000000e-007	3.300000e+000
1.000000000000000e-006	3.300000e+000
1.010000000000000e-006	3.300000e+000
2.001100000000000e-004	3.300000e+000
2.001200000000000e-004	3.300000e+000
2.010100000000000e-004	3.300000e+000
2.010200000000000e-004	3.300000e+000
5.010000000000000e-004	3.300000e+000
5.010010000000001e-004	3.300000e+000
5.010030000000001e-004	2.640000e+000
5.010060000000001e-004	9.428571e-001
5.010100000000000e-004	0.000000e+000
7.010100000000000e-004	0.000000e+000
7.010200000000000e-004	0.000000e+000
1.001000000000000e-003	0.000000e+000
1.001004860715312e-003	0.000000e+000
1.001004982487420e-003	5.500000e-001
1.001005226031634e-003	2.200000e+000
1.001005713120063e-003	3.300000e+000
1.001010000000000e-003	3.300000e+000
1.201010000000000e-003	3.300000e+000
1.201020000000000e-003	3.300000e+000
1.501000000000000e-003	3.300000e+000
1.501004860734586e-003	3.300000e+000
1.501004982467524e-003	2.750000e+000
1.501005225933401e-003	1.100000e+000
1.501005712865155e-003	0.000000e+000
1.501010000000000e-003	0.000000e+000
1.701010000000000e-003	0.000000e+000
1.701020000000000e-003	0.000000e+000
2.001000000000000e-003	0.000000e+000
2.001002333949315e-003	0.000000e+000
2.001004823495251e-003	1.528773e+000
2.001005020908128e-003	2.200000e+000
2.001005415733881e-003	3.300000e+000
2.001010000000000e-003	3.300000e+000
2.201010000000000e-003	3.300000e+000
2.201020000000000e-003	3.300000e+000
2.501000000000000e-003	3.300000e+000
2.501002333930664e-003	3.300000e+000
2.501004823456705e-003	1.771272e+000
2.501005020947919e-003	1.100000e+000
2.501005415930346e-003	0.000000e+000
2.501010000000000e-003	0.000000e+000
2.700330000000004e-003	0.000000e+000
2.701010000000000e-003	0.000000e+000
2.701020000000000e-003	0.000000e+000
3.001000000000000e-003	0.000000e+000
3.001002333930664e-003	0.000000e+000
3.001004823456705e-003	1.528728e+000
3.001005020947919e-003	2.200000e+000
3.001005415930346e-003	3.300000e+000
3.001010000000000e-003	3.300000e+000
3.201010000000000e-003	3.300000e+000
3.201020000000000e-003	3.300000e+000
3.501000000000000e-003	3.300000e+000
3.501002333930664e-003	3.300000e+000
3.501004823456705e-003	1.771272e+000
3.501005020947919e-003	1.100000e+000
3.501005415930346e-003	0.000000e+000
3.501010000000000e-003	0.000000e+000
3.701010000000000e-003	0.000000e+000
3.701020000000000e-003	0.000000e+000
4.001000000000000e-003	0.000000e+000
4.001002333967967e-003	0.000000e+000
4.001004823533798e-003	1.528819e+000
4.001005020868338e-003	2.200000e+000
4.001005415537416e-003	3.300000e+000
4.001010000000000e-003	3.300000e+000
4.201010000000000e-003	3.300000e+000
4.201020000000000e-003	3.300000e+000
4.501000000000000e-003	3.300000e+000
4.501000920928954e-003	3.300000e+000
4.501002762786863e-003	2.750000e+000
4.501006446502680e-003	8.101559e-001
4.501010000000001e-003	0.000000e+000
4.701010000000000e-003	0.000000e+000
4.701020000000000e-003	0.000000e+000
5.001000000000000e-003	0.000000e+000
5.001001317373009e-003	0.000000e+000
5.001002822942162e-003	5.500000e-001
5.001005834080467e-003	2.342258e+000
5.001010000000000e-003	3.300000e+000
5.201010000000000e-003	3.300000e+000
5.201020000000000e-003	3.300000e+000
5.501000000000000e-003	3.300000e+000
5.501001317368815e-003	3.300000e+000
5.501002822933177e-003	2.750000e+000
5.501005834061900e-003	9.577447e-001
5.501010000000000e-003	0.000000e+000
5.685640000000091e-003	0.000000e+000
5.701009999999999e-003	0.000000e+000
5.701019999999999e-003	0.000000e+000
6.000999999999999e-003	0.000000e+000
6.001001317373008e-003	0.000000e+000
6.001002822942161e-003	5.500000e-001
6.001005834080466e-003	2.342258e+000
6.001009999999999e-003	3.300000e+000
6.201010000000000e-003	3.300000e+000
6.201020000000000e-003	3.300000e+000
6.501000000000000e-003	3.300000e+000
6.501001283698290e-003	3.300000e+000
6.501002750782050e-003	2.750000e+000
6.501005684949570e-003	9.821519e-001
6.501010000000001e-003	0.000000e+000
6.701010000000000e-003	0.000000e+000
6.701020000000000e-003	0.000000e+000
7.001000000000000e-003	0.000000e+000
7.001001317373009e-003	0.000000e+000
7.001002822942162e-003	5.500000e-001
7.001005834080467e-003	2.342258e+000
7.001010000000000e-003	3.300000e+000
7.201010000000000e-003	3.300000e+000
7.201020000000000e-003	3.300000e+000
7.501000000000000e-003	3.300000e+000
7.501001317368816e-003	3.300000e+000
7.501002822933177e-003	2.750000e+000
7.501005834061900e-003	9.577447e-001
7.501010000000000e-003	0.000000e+000
7.701010000000000e-003	0.000000e+000
7.701019999999999e-003	0.000000e+000
8.000999999999999e-003	0.000000e+000
8.001001317303375e-003	0.000000e+000
8.001002822792947e-003	5.500000e-001
8.001005833772090e-003	2.342207e+000
8.001009999999999e-003	3.300000e+000
8.201010000000000e-003	3.300000e+000
8.201020000000000e-003	3.300000e+000
8.501000000000000e-003	3.300000e+000
8.501001317303376e-003	3.300000e+000
8.501002822792947e-003	2.750000e+000
8.501005833772090e-003	9.577926e-001
8.501010000000000e-003	0.000000e+000
8.501862826853083e-003	0.000000e+000
8.701010000000000e-003	0.000000e+000
8.701020000000000e-003	0.000000e+000
9.001000000000000e-003	0.000000e+000
9.001001317303376e-003	0.000000e+000
9.001002822792948e-003	5.500000e-001
9.001005833772091e-003	2.342207e+000
9.001010000000000e-003	3.300000e+000
9.201010000000001e-003	3.300000e+000
9.201020000000001e-003	3.300000e+000
9.501000000000001e-003	3.300000e+000
9.501001384644065e-003	3.300000e+000
9.501002967094425e-003	2.750000e+000
9.501006131995145e-003	9.074781e-001
9.501009999999999e-003	0.000000e+000
9.701010000000000e-003	0.000000e+000
9.701019999999999e-003	0.000000e+000
1.000100000000000e-002	0.000000e+000
1.000100131730338e-002	0.000000e+000
1.000100282279295e-002	5.500000e-001
1.000100583377209e-002	2.342207e+000
1.000101000000000e-002	3.300000e+000
1.020101000000000e-002	3.300000e+000
1.020102000000000e-002	3.300000e+000
1.050100000000000e-002	3.300000e+000
1.050100131730338e-002	3.300000e+000
1.050100282279295e-002	2.750000e+000
1.050100583377209e-002	9.577926e-001
1.050101000000000e-002	0.000000e+000
1.070101000000000e-002	0.000000e+000
1.070102000000000e-002	0.000000e+000
1.100100000000000e-002	0.000000e+000
1.100100138464407e-002	0.000000e+000
1.100100296709443e-002	5.500000e-001
1.100100613199515e-002	2.392522e+000
1.100101000000000e-002	3.300000e+000
1.120101000000000e-002	3.300000e+000
1.120102000000000e-002	3.300000e+000
1.150079399882033e-002	3.300000e+000
1.150100000000000e-002	3.300000e+000
1.150100131730338e-002	3.300000e+000
1.150100282279295e-002	2.750000e+000
1.150100583377209e-002	9.577926e-001
1.150101000000000e-002	0.000000e+000
1.170101000000000e-002	0.000000e+000
1.170102000000000e-002	0.000000e+000
1.200100000000000e-002	0.000000e+000
1.200100131730338e-002	0.000000e+000
1.200100282279295e-002	5.500000e-001
1.200100583377209e-002	2.342207e+000
1.200101000000000e-002	3.300000e+000
1.220101000000000e-002	3.300000e+000
1.220102000000000e-002	3.300000e+000
1.250100000000000e-002	3.300000e+000
1.250100131730338e-002	3.300000e+000
1.250100282279295e-002	2.750000e+000
1.250100583377209e-002	9.577926e-001
1.250101000000000e-002	0.000000e+000
